timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1532131200,Jul 21 2018 - 12:00am,complete,N/A,Veracruz,Pumas UNAM,N/A,1,0.00,0.00,0.47,1.21,0,2,2,2,0,2,"","37,45'1",2,8,0,0,0,0,0,0,0,0,8,9,2,5,6,4,13,10,50,50,1.18,1.46,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.70,3.15,2.55,1.38,2.20,4.10,0.00,2.00,1.83,Estadio Luis de la Fuente
1532138400,Jul 21 2018 - 2:00am,complete,N/A,Atlas,Querétaro,N/A,1,0.00,0.00,1.06,0.61,0,0,0,0,0,0,"","",4,6,2,0,2,0,0,2,1,1,14,6,3,0,11,6,16,14,56,44,1.58,0.73,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.34,3.18,3.35,1.49,2.50,4.90,0.00,2.20,1.69,Estadio Jalisco
1532210400,Jul 21 2018 - 10:00pm,complete,N/A,Cruz Azul,Puebla,N/A,1,0.00,0.00,2.29,1.24,3,0,3,0,0,0,"81,90'2,90'4","",7,3,2,0,3,0,1,1,2,1,11,6,8,0,3,6,17,12,54,46,1.56,0.53,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.76,3.63,5.03,1.32,2.00,3.60,0.00,2.05,1.80,Estadio Azteca
1532217600,Jul 22 2018 - 12:00am,complete,N/A,Pachuca,Monterrey,N/A,1,0.00,0.00,2.22,1.29,0,1,1,0,0,0,"","64",7,2,3,0,2,0,1,2,1,1,7,5,3,4,4,1,14,16,53,47,1.00,0.78,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.90,3.30,2.35,1.30,1.95,3.40,0.00,1.77,2.05,Estadio Hidalgo
1532224800,Jul 22 2018 - 2:00am,complete,N/A,Tigres UANL,León,N/A,1,0.00,0.00,2.19,1.85,2,0,2,1,1,0,"38,58","",4,2,4,0,0,0,1,3,0,0,5,9,3,5,2,4,17,10,57,43,0.75,1.10,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.58,4.19,5.87,1.24,1.77,2.95,0.00,1.91,1.91,Estadio Universitario de Nuevo León
1532224800,Jul 22 2018 - 2:00am,complete,N/A,Tijuana,Guadalajara,N/A,1,0.00,0.00,1.72,1.24,2,1,3,0,0,0,"54,75","59",7,2,3,0,1,1,1,2,1,1,17,15,7,5,10,10,19,20,53,47,1.87,1.50,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.07,3.33,3.88,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Caliente
1532278800,Jul 22 2018 - 5:00pm,complete,N/A,Toluca,Morelia,N/A,1,0.00,0.00,2.17,1.12,2,0,2,0,0,0,"47,90'1","",10,4,1,0,4,1,1,0,2,3,19,6,7,2,12,4,18,15,54,46,1.96,0.73,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.70,3.96,5.21,1.25,1.80,3.05,0.00,1.95,1.87,Estadio Nemesio Díez
1532300400,Jul 22 2018 - 11:00pm,complete,N/A,Santos Laguna,Lobos BUAP,N/A,1,0.00,0.00,2.11,0.88,2,1,3,1,0,1,"47,57","8",5,5,2,0,1,0,0,2,1,0,11,13,4,5,7,8,14,9,46,54,1.24,1.39,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.73,3.99,4.89,1.21,1.69,2.70,0.00,1.69,2.15,Estadio Nuevo Corona
1532307600,Jul 23 2018 - 1:00am,complete,N/A,Necaxa,América,N/A,1,0.00,0.00,1.61,1.50,2,1,3,1,1,0,"35,74","72",5,7,3,0,2,0,0,3,1,1,11,14,4,4,7,10,7,13,51,49,1.17,1.49,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.70,3.00,2.70,1.47,2.40,4.70,0.00,2.10,1.71,Estadio Victoria de Aguascalientes
1532736000,Jul 28 2018 - 12:00am,complete,N/A,Morelia,Santos Laguna,N/A,2,0.00,0.00,1.12,0.78,3,1,4,0,0,0,"51,79,88","90'1",7,1,2,0,2,0,1,1,1,1,17,11,8,6,9,5,12,12,55,45,1.92,1.36,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.75,3.15,2.50,1.28,1.87,3.20,0.00,1.77,2.05,Estadio Generalísimo José María Morelos y Pavón
1532743200,Jul 28 2018 - 2:00am,complete,N/A,Puebla,Toluca,N/A,2,0.00,0.00,1.35,0.72,2,1,3,3,2,1,"13,32","39",3,7,2,0,4,0,1,1,2,2,5,6,5,6,0,0,15,13,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.49,3.33,2.21,1.32,2.00,3.55,0.00,1.91,1.91,Estadio Cuauhtémoc
1532815200,Jul 28 2018 - 10:00pm,complete,N/A,Querétaro,Pachuca,N/A,2,0.00,0.00,1.50,0.78,1,0,1,0,0,0,"77","",4,12,3,0,3,0,1,2,2,1,9,18,5,8,4,10,15,17,46,54,1.11,1.98,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.91,3.19,2.61,1.37,2.15,3.95,0.00,1.95,1.87,Estadio La Corregidora
