timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1469318400,Jul 24 2016 - 12:00am,complete,N/A,Tigres UANL,Atlas,N/A,2,0.00,0.00,1.78,0.78,0,0,0,0,0,0,"","",7,4,1,1,2,0,1,1,1,1,12,13,8,6,4,7,8,13,58,42,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.57,4.19,6.71,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Universitario de Nuevo León
1469318400,Jul 24 2016 - 12:00am,complete,N/A,Morelia,Querétaro,N/A,2,0.00,0.00,1.39,0.94,2,2,4,1,1,0,"45'1,58","68,90'3",4,9,1,0,2,0,0,1,1,1,8,11,4,4,4,7,15,15,57,43,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.40,3.38,3.19,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Generalísimo José María Morelos y Pavón
1469318760,Jul 24 2016 - 12:06am,complete,N/A,León,Necaxa,N/A,2,0.00,0.00,1.37,1.11,0,0,0,0,0,0,"","",3,5,1,0,1,0,0,1,0,1,17,10,7,6,10,4,17,27,48,52,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.57,4.44,6.15,0.00,0.00,0.00,0.00,0.00,0.00,Estadio León (Nou Camp) (León de los Aldamas)
1469325600,Jul 24 2016 - 2:00am,complete,N/A,Guadalajara,Monterrey,N/A,2,0.00,0.00,1.86,1.00,1,0,1,0,0,0,"67","",3,6,2,0,2,0,1,1,1,1,16,10,9,7,7,3,7,7,48,52,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.37,3.41,3.22,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Chivas
1469325600,Jul 24 2016 - 2:00am,complete,N/A,América,Toluca,N/A,2,3.00,1.00,1.85,1.58,3,1,4,2,1,1,"15,49,65","28",5,5,3,0,1,0,1,2,1,0,11,7,3,3,8,4,13,12,53,47,0.00,0.00,2.00,50,100,0,0,0,0,0,100,100,10.00,2.00,1.60,4.31,5.90,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azteca
1469401200,Jul 24 2016 - 11:00pm,complete,N/A,Puebla,Tijuana,N/A,2,0.00,0.00,1.06,1.30,3,2,5,4,3,1,"5,35,45'2","37,47",3,6,1,0,2,0,1,0,2,0,8,9,3,2,5,7,12,11,43,57,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.49,3.40,3.04,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Cuauhtémoc
1469844000,Jul 30 2016 - 2:00am,complete,N/A,Tijuana,Guadalajara,N/A,3,3.00,0.00,2.20,1.24,4,0,4,3,3,0,"19,29,40,71","",-1,-1,2,0,4,0,2,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,1.50,0,50,0,0,0,0,50,0,100,15.00,4.00,2.44,3.38,3.13,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Caliente
1469916000,Jul 30 2016 - 10:00pm,complete,N/A,Querétaro,Puebla,N/A,3,3.00,1.00,1.35,1.06,2,1,3,2,2,0,"28,37","80",-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,2.00,50,100,0,0,0,0,50,50,100,7.00,2.00,1.99,3.56,4.14,0.00,0.00,0.00,0.00,0.00,0.00,Estadio La Corregidora
1469923200,Jul 31 2016 - 12:00am,complete,N/A,Monterrey,Cruz Azul,N/A,3,1.00,1.00,1.89,1.00,1,1,2,2,1,1,"22","21",7,1,1,0,3,0,1,0,3,0,11,9,4,7,7,2,18,14,53,47,0.00,0.00,1.00,50,50,0,0,0,0,50,0,50,15.00,5.00,2.04,3.54,3.96,0.00,0.00,0.00,0.00,0.00,0.00,Estadio BBVA Bancomer
1469923200,Jul 31 2016 - 12:00am,complete,N/A,Atlas,Veracruz,N/A,3,1.00,0.00,1.89,0.29,1,0,1,0,0,0,"82","",5,5,3,0,2,1,2,1,2,1,10,5,4,3,6,2,15,15,57,43,0.00,0.00,2.00,50,100,0,0,0,0,0,100,100,8.00,3.00,1.99,3.52,4.18,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Jalisco
