timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1405729800,Jul 19 2014 - 12:30am,complete,N/A,Querétaro,Pumas UNAM,N/A,1,0.00,0.00,1.80,1.22,1,3,4,2,0,2,"90'1","1,40,56",-1,-1,5,1,1,0,1,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.57,3.19,3.05,0.00,0.00,0.00,0.00,0.00,0.00,Estadio La Corregidora
1405737000,Jul 19 2014 - 2:30am,complete,N/A,Tijuana,Puebla,N/A,1,0.00,0.00,1.82,0.82,0,1,1,1,0,1,"","8",13,2,3,0,2,1,0,3,0,3,15,5,6,3,9,2,10,9,50,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.70,3.76,5.62,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Caliente
1405807200,Jul 19 2014 - 10:00pm,complete,N/A,Cruz Azul,Pachuca,N/A,1,0.00,0.00,1.71,1.15,0,1,1,1,0,1,"","12",8,2,3,0,2,2,0,3,0,4,13,6,5,3,8,3,16,10,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.81,3.71,4.79,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Azul (Ciudad de México (D.F.))
1405807200,Jul 19 2014 - 10:00pm,complete,N/A,Veracruz,Santos Laguna,N/A,1,0.00,0.00,1.39,1.35,0,1,1,1,0,1,"","42",-1,-1,0,0,2,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.88,3.37,2.59,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Luis de la Fuente
1405814400,Jul 20 2014 - 12:00am,complete,N/A,Monterrey,Leones Negros de la Universidad de Guadalajara,N/A,1,0.00,0.00,1.89,0.94,3,1,4,2,1,1,"2,63,83","21",5,3,2,0,1,0,0,2,1,0,10,9,4,4,6,5,15,11,56,44,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.00,3.52,4.06,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Tecnológico (Monterrey)
1405818360,Jul 20 2014 - 1:06am,complete,N/A,León,América,N/A,1,0.00,0.00,1.65,1.33,1,2,3,2,0,2,"86","18,37",6,5,3,0,5,0,1,2,4,1,20,10,7,6,13,4,11,13,60,40,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.13,3.47,3.67,0.00,0.00,0.00,0.00,0.00,0.00,Estadio León (Nou Camp) (León de los Aldamas)
1405821600,Jul 20 2014 - 2:00am,complete,N/A,Atlas,Tigres UANL,N/A,1,0.00,0.00,1.53,1.24,0,0,0,0,0,0,"","",5,3,1,0,2,1,0,1,1,2,8,10,4,4,4,6,14,13,47,53,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.73,3.16,2.88,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Jalisco
1405875600,Jul 20 2014 - 5:00pm,complete,N/A,Toluca,Morelia,N/A,1,0.00,0.00,2.00,0.59,0,0,0,0,0,0,"","",10,4,1,0,4,1,1,0,2,3,20,12,11,4,9,8,10,15,62,38,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.06,3.43,3.95,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Nemesio Díez
1405893600,Jul 20 2014 - 10:00pm,complete,N/A,Guadalajara,Chiapas,N/A,1,0.00,0.00,1.37,1.11,1,1,2,1,1,0,"34","66",4,5,1,0,2,0,0,1,1,1,11,14,7,10,4,4,11,8,49,51,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.95,3.50,4.32,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Chivas
1406334600,Jul 26 2014 - 12:30am,complete,N/A,Morelia,Atlas,N/A,2,0.00,0.00,0.76,1.79,0,2,2,0,0,0,"","50,90'2",4,3,3,0,2,0,1,2,0,2,9,6,4,2,5,4,20,15,62,38,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.75,3.64,5.46,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Generalísimo José María Morelos y Pavón
